document_id,category,original_text,stemmed_text,word_count,keyword_percentage
872,Engineering_Profession,"This paper introduces an innovative approach for teaching higher education students how to professionally communicate using advanced technologies. It is based on a large scale experience with 266 students from the Universit&#x00E0; della Svizzera italiana (Switzerland), Faculty of Communication Sciences. Although a basic mastering of technologies is also taught in the curriculum, the courses where &#x201C;multimedia communication&#x201D; is taught focus on design and communication, not programming, by means of a hands-on approach. Three toolkits are used: IDM (Interactive Dialogue Model), a design methodology, and two authoring tools (1001stories and MEDINA) that allow the creation of multimedia multichannel narratives, and more traditional websites respectively. These three tools are trivial in terms of technological competences required to handle them, but powerful in terms of communication outcomes. By using them, students are stimulated to focus almost exclusively on communication issues. The paper presents the pedagogical approach, the results and the learning benefits achieved by students.","this paper introduce an innovative approach for teaching high education student how to professionally communicate use advanced technology . it be base on a large scale experience with 266 student from the universit & # x00e0 ; della svizzera italiana -LRB- switzerland -RRB- , faculty of communication science . although a basic mastering of technology be also teach in the curriculum , the course where & # x201c ; multimedia communication & # x201d ; be teach focus on design and communication , not programming , by mean of a hands-on approach . three toolkit be use : idm -LRB- interactive dialogue model -RRB- , a design methodology , and two authoring tool -LRB- 1001storie and medina -RRB- that allow the creation of multimedia multichannel narrative , and more traditional website respectively . these three tool be trivial in term of technological competence require to handle them , but powerful in term of communication outcome . by use them , student be stimulate to focus almost exclusively on communication issue . the paper present the pedagogical approach , the result and the learning benefit achieve by student .",152,0
873,Engineering_Profession,"In this paper, we present key findings from a literature review on the use of mobile phones in learning (m-learning). As mobile technologies have become more widely adopted, society's communication practices have morphed accordingly. The literature review presented here examines the benefits and challenges associated with m-learning. The benefits of m-learning include a blending of formal and informal learning environments that open up new avenues of self service through experiential learning, while facilitating teamwork and community. While these benefits are intriguing, it is important to recognize that m-learning also poses challenges for educators and students alike. We examine educator and student buy-in, interface issues, and cost and infrastructure issues tied to cultural differences that present hurdles to the adoption of m-learning. We close with conclusions and suggestions for future research on m-learning.","in this paper , we present key finding from a literature review on the use of mobile phone in learning -LRB- m-learning -RRB- . as mobile technology have become more widely adopt , society 's communication practice have morph accordingly . the literature review present here examine the benefit and challenge associate with m-learning . the benefit of m-learning include a blending of formal and informal learning environment that open up new avenue of self service through experiential learning , while facilitate teamwork and community . while these benefit be intriguing , it be important to recognize that m-learning also pose challenge for educator and student alike . we examine educator and student buy-in , interface issue , and cost and infrastructure issue tie to cultural difference that present hurdle to the adoption of m-learning . we close with conclusion and suggestion for future research on m-learning .",132,1
874,Engineering_Profession,"Undergraduate engineering programs have struggled in recent years to add communication skills to an already crowded curriculum, and many engineering students are reluctant writers. Because these students produce copious and frequent written text through Web 2.0 technologies, capitalizing on this passion in the context is a way to add more writing to the curriculum. This paper discusses the ongoing evolution of a course-based wiki originally intended to promote active learning but which also has had the added benefit of promoting student writing and audience awareness. A discussion topic on the wiki asked students how they envisioned the audience for their postings and whether the audience had any influence on their writing. This paper presents some of the student comments and speculates why some students downplay the role of audience in their writing.","undergraduate engineering program have struggle in recent year to add communication skill to an already crowd curriculum , and many engineering student be reluctant writer . because these student produce copious and frequent write text through web 2.0 technology , capitalize on this passion in the context be a way to add more writing to the curriculum . this paper discuss the ongoing evolution of a course-based wiki originally intend to promote active learning but which also have have the add benefit of promote student writing and audience awareness . a discussion topic on the wiki ask student how they envision the audience for their posting and whether the audience have any influence on their writing . this paper present some of the student comment and speculate why some student downplay the role of audience in their writing .",132,0.6666666666666666
875,Engineering_Profession,"Groupware development has reached the point where demands for adaptability and tailorability urged the need for an assessment model that can reflect a user's requirements of the groupware components. Using a three stage approach, we present our work on developing the assessment model and discuss the results of the evaluation of the developed model after being tested with both professional users and non-professional users. Furthermore, the evaluation that was performed over four different scenarios intended to cover most of the domain of modern groupware, has shown good acceptance of the assessment model.","groupware development have reach the point where demand for adaptability and tailorability urge the need for an assessment model that can reflect a user 's requirement of the groupware component . use a three stage approach , we present our work on develop the assessment model and discuss the result of the evaluation of the develop model after be test with both professional user and non-professional user . furthermore , the evaluation that be perform over four different scenario intend to cover most of the domain of modern groupware , have show good acceptance of the assessment model .",92,1
876,Engineering_Profession,"In this paper, I propose principles for good representation of information applicable to six categories of communication: speeches, written texts, presentations, Web pages, movies/videos, and source programs. For each of these categories, many tips have been proposed for creating good information representation. The meaning of good information representation can be interpreted in two ways: as attractive or impressive, and effective in conveying facts and opinions. Although these two ways cannot be said to be independent of each other, I focus here only the latter. The need to establish explicit principles for good information representation is urgent, because information must be transmitted accurately (without loss of fidelity). Bad information representation is proliferating at a rapid pace because of the Internet. There are common and general principles among the six categories of communication: (1) fitness for the goal and receivers, (2) structural coincidence between contents and form, (3) simplicity, (4) hierarchy, (5) disambiguation, (6) consistency, (7) agreement with conventions, (8) continuity, (9) making blocks of information, (10) three- parts configuration of a block, (11) directness, and (12) portability. Specific and illustrative examples of those twelve principles are presented in detail in this paper.","in this paper , i propose principle for good representation of information applicable to six category of communication : speech , write text , presentation , web page , movies/video , and source program . for each of these category , many tip have be propose for create good information representation . the meaning of good information representation can be interpret in two way : as attractive or impressive , and effective in convey fact and opinion . although these two way can not be say to be independent of each other , i focus here only the latter . the need to establish explicit principle for good information representation be urgent , because information must be transmit accurately -LRB- without loss of fidelity -RRB- . bad information representation be proliferate at a rapid pace because of the internet . there be common and general principle among the six category of communication : -LRB- 1 -RRB- fitness for the goal and receiver , -LRB- 2 -RRB- structural coincidence between content and form , -LRB- 3 -RRB- simplicity , -LRB- 4 -RRB- hierarchy , -LRB- 5 -RRB- disambiguation , -LRB- 6 -RRB- consistency , -LRB- 7 -RRB- agreement with convention , -LRB- 8 -RRB- continuity , -LRB- 9 -RRB- make block of information , -LRB- 10 -RRB- three - part configuration of a block , -LRB- 11 -RRB- directness , and -LRB- 12 -RRB- portability . specific and illustrative example of those twelve principle be present in detail in this paper .",191,0
877,Engineering_Profession,"Readers can skip words or track back to an earlier point in the paragraph; listeners have to rely on the speaker to provide them with help to build a coherent structure of the message. In general it is recommended that a speaker should make the transition between topics explicit by using transition sentences. Such sentences bridge ideas and aid understanding. This paper investigates whether the use of transition sentences has the effects that modern advisors predict. Does the use of transition sentences result in a more coherent representation of the message of the speaker and in a higher appreciation of the speech itself? To explore these questions three variants of one 13-minute lecture were constructed; the only difference among the three was the presence (and place) of a series explicit transition sentences. The results show that the power of such sentences is restricted. But-when well placed-they enhance the perception of the presentation by the audience.","reader can skip word or track back to an earlier point in the paragraph ; listener have to rely on the speaker to provide them with help to build a coherent structure of the message . in general it be recommend that a speaker should make the transition between topic explicit by use transition sentence . such sentence bridge idea and aid understanding . this paper investigate whether the use of transition sentence have the effect that modern advisor predict . do the use of transition sentence result in a more coherent representation of the message of the speaker and in a high appreciation of the speech itself ? to explore these question three variant of one 13-minute lecture be construct ; the only difference among the three be the presence -LRB- and place -RRB- of a series explicit transition sentence . the result show that the power of such sentence be restrict . but-when well placed-they enhance the perception of the presentation by the audience .",155,0
878,Engineering_Profession,"This paper describes the challenges and opportunities a group of Boeing Company bi-coastal employees experienced using collaboration tools to produce and test 60 training guides for the release of an enterprise-wide software application. The processes used to assign tasks, coordinate review cycles, control versioning, and instruct business analysts how to write software documentation in a virtual team environment were instrumental in the success of this project. More importantly, this virtual team evolved as a unique community of practice that accomplished its goals through dynamic, situated learning and highly effective communication processes.","this paper describe the challenge and opportunity a group of boe company bi-coastal employee experience use collaboration tool to produce and test 60 training guide for the release of an enterprise-wide software application . the process use to assign task , coordinate review cycle , control version , and instruct business analyst how to write software documentation in a virtual team environment be instrumental in the success of this project . more importantly , this virtual team evolve as a unique community of practice that accomplish its goal through dynamic , situate learning and highly effective communication process .",91,0.8
879,Engineering_Profession,"Recent studies have examined the usage of and effectiveness of icons, particularly safety icons. Collectively, these studies have found that some icons tend to be more effective than others. Various factors influence usability of an icon: culture, familiarity [1], detail, stylizing, simplification [2], color, and adherence to an archetype [3], ldquonaturalnessrdquo and ldquodifferentiation,rdquo [4], but also familiarity, uniqueness, completeness and clarity [5]. So far, no study has attempted a ranking for these factors, differentiating important and minor considerations. Also missing is an organizing model of icon interpretation, explaining how these various factors relate, and a lack of theoretical understanding in usability studies generally as discussed by Lund [6]. Without a consistent framework for understanding visual interpretation, when ldquoerrorsrdquo are found and corrected in a visual form, the change in visual form may or may not actually increase usability [7]. This study organizes previous safety icon research using the Peircean framework proposed by Amare and Manning[8] [9] [10] [11].","recent study have examine the usage of and effectiveness of icon , particularly safety icon . collectively , these study have find that some icon tend to be more effective than other . various factor influence usability of an icon : culture , familiarity -LRB- 1 -RRB- , detail , stylize , simplification -LRB- 2 -RRB- , color , and adherence to an archetype -LRB- 3 -RRB- , ldquonaturalnessrdquo and ldquodifferentiation , rdquo -LRB- 4 -RRB- , but also familiarity , uniqueness , completeness and clarity -LRB- 5 -RRB- . so far , no study have attempt a ranking for these factor , differentiate important and minor consideration . also miss be an organize model of icon interpretation , explain how these various factor relate , and a lack of theoretical understanding in usability study generally as discuss by lund -LRB- 6 -RRB- . without a consistent framework for understand visual interpretation , when ldquoerrorsrdquo be find and correct in a visual form , the change in visual form may or may not actually increase usability -LRB- 7 -RRB- . this study organize previous safety icon research use the peircean framework propose by amare and manning -LRB- 8 -RRB- -LRB- 9 -RRB- -LRB- 10 -RRB- -LRB- 11 -RRB- .",158,0.5
880,Engineering_Profession,"This paper presents a summary of the findings from our literature review of qualitative research in technical communication from 2003 to 2007 of the five peer- reviewed technical communication journals. We provide examples of qualitative research from the articles we reviewed, and conclude with a snapshot of the state of qualitative research in this period. Further, we examine the types of qualitative research topics being presented and the most common qualitative research methods. Quantitative research provides only one half of the understanding of the technical communication body of knowledge - the other half comes from qualitative research, which provides information that is essential for a balanced view of what is happening in the technical communication field. It is the synthesis of qualitative and quantitative responses that provides a complete answer. The qualitative research we conducted provides a significant body of knowledge on topics that are important to our field and critical to establishing respect and understanding from other disciplines and professions. Technical communicators are looking for current information that can be used to advance their knowledge of their discipline. It is reasonable to expect that technical communicators would look at qualitative research in the field as yielding first-hand accounts of how technical communicators are using emerging technologies, evolving their areas of expertise, and providing business value. It is important to understand influences, and be able to answer the question, ""Why? "" to develop the body of knowledge for our profession.","this paper present a summary of the finding from our literature review of qualitative research in technical communication from 2003 to 2007 of the five peer - review technical communication journal . we provide example of qualitative research from the article we review , and conclude with a snapshot of the state of qualitative research in this period . far , we examine the type of qualitative research topic be present and the most common qualitative research method . quantitative research provide only one half of the understanding of the technical communication body of knowledge - the other half come from qualitative research , which provide information that be essential for a balanced view of what be happen in the technical communication field . it be the synthesis of qualitative and quantitative response that provide a complete answer . the qualitative research we conduct provide a significant body of knowledge on topic that be important to our field and critical to establish respect and understanding from other discipline and profession . technical communicator be look for current information that can be use to advance their knowledge of their discipline . it be reasonable to expect that technical communicator would look at qualitative research in the field as yield first-hand account of how technical communicator be use emerge technology , evolve their area of expertise , and provide business value . it be important to understand influence , and be able to answer the question , `` why ? '' to develop the body of knowledge for our profession .",240,0.5454545454545454
881,Engineering_Profession,"To explore the effects of information usefulness, visual attractiveness and (actual and perceived) usability, an experiment was conducted in which 40 customers visited the Web site of a Dutch Internet hosting company. Half of the participants were given search tasks (condition 1), the other half were allowed to explore the Web site without such a task (condition 2). The participants had to think aloud in both conditions. Afterwards, they judged the Web site's visual attractiveness, the usefulness of its content, and its usability, as well as answered questions about their trust in the company and their behavioral intentions. The results underline the importance of an effective Web presence for organizations: 27% of the variance in the participants' trust in the company was explained by the Web site characteristics included in this study; on top of the participants' trust in the company, the Web site characteristics explained another 15% of the variance in participants' intentions regarding the company. Of the Web site characteristics included, both usability and visual attractiveness had a significant relationship with the participants' trust in the company.","to explore the effect of information usefulness , visual attractiveness and -LRB- actual and perceive -RRB- usability , an experiment be conduct in which 40 customer visit the web site of a dutch internet host company . half of the participant be give search task -LRB- condition 1 -RRB- , the other half be allow to explore the web site without such a task -LRB- condition 2 -RRB- . the participant have to think aloud in both condition . afterwards , they judge the web site 's visual attractiveness , the usefulness of its content , and its usability , as well as answer question about their trust in the company and their behavioral intention . the result underline the importance of an effective web presence for organization : 27 % of the variance in the participant ' trust in the company be explain by the web site characteristic include in this study ; on top of the participant ' trust in the company , the web site characteristic explain another 15 % of the variance in participant ' intention regard the company . of the web site characteristic include , both usability and visual attractiveness have a significant relationship with the participant ' trust in the company .",179,0.6666666666666666
882,Engineering_Profession,"This paper present the design and fabrication of the Koch fractal dipole antenna. A multi-band element has been designed based on the Koch fractal which operates over two frequency band. The property of antennas such as return loss, S11 has been investigated at frequency of 900 MHz for GSM band. Wide bandwidth with input return loss of -10 dB has been achieved from 0 to 8 GHz using this fractal antenna. The size of fabricated antenna is reduced around 64% compare to conventional dipole antenna at these frequencies.","this paper present the design and fabrication of the koch fractal dipole antenna . a multi-band element have be design base on the koch fractal which operate over two frequency band . the property of antenna such as return loss , s11 have be investigate at frequency of 900 mhz for gsm band . wide bandwidth with input return loss of -10 db have be achieve from 0 to 8 ghz use this fractal antenna . the size of fabricate antenna be reduce around 64 % compare to conventional dipole antenna at these frequency .",88,0.75
883,Engineering_Profession,"In this article, three digital modulation schemes popular in optical wireless communication systems (OOK, PPM and DPIM) are compared based on bandwidth requirement, power efficiency, transmits-ion capacity and bit- error probability. In OOK, the bandwidth requirement is roughly equivalent to the data rate (R<sub>b</sub>,). PPM achieves higher average power efficiency than OOK at the expense of an increased bandwidth (x4) compared to OOK. Besides, the use of PPM imposes more system complexity compared to OOK since both slot- and symbol-level synchronizations, critical to system performance, are required at the receiver. Unlike PPM, DPIM does not require symbol synchronization since each symbol is initiated with a pulse. Furthermore, DPIM displays a higher transmission capacity by eliminating all the unused time slots from within each symbol. In terms of BER, 4-DPIM displays a performance in between that of OOK and PPM. It is concluded that DPIM is the most efficient scheme in terms of transmission capacity and band-width requirements. When it comes to power and error performance, PPM is the best among the three schemes.","in this article , three digital modulation scheme popular in optical wireless communication system -LRB- ook , ppm and dpim -RRB- be compare base on bandwidth requirement , power efficiency , transmits-ion capacity and bit - error probability . in ook , the bandwidth requirement be roughly equivalent to the data rate -LRB- rb , -RRB- . ppm achieve high average power efficiency than ook at the expense of an increase bandwidth -LRB- x4 -RRB- compare to ook . besides , the use of ppm impose more system complexity compare to ook since both slot - and symbol-level synchronization , critical to system performance , be require at the receiver . unlike ppm , dpim do not require symbol synchronization since each symbol be initiate with a pulse . furthermore , dpim display a high transmission capacity by eliminate all the unused time slot from within each symbol . in term of ber , 4-dpim display a performance in between that of ook and ppm . it be conclude that dpim be the most efficient scheme in term of transmission capacity and band-width requirement . when it come to power and error performance , ppm be the best among the three scheme .",173,0.6666666666666666
884,Engineering_Profession,"IPv6 protocol which would replace IPv4 in the near future is a major boost to network technology as it has many inherent good qualities that IPv4 lacks. We seek to analyze some features of the IPv6 network communication. To understand more on the co-existence technology between IPv4 and IPv6, tunneling and dual stack technology were configured in simulation. Thus 6 to 4 tunnel network and multi-tier dual stack network were analyzed and studied through simulation. The analysis of these network behaviors is presented through generated graphs that show the IPv6 traffic patterns or performance aspects.","ipv6 protocol which would replace ipv4 in the near future be a major boost to network technology as it have many inherent good quality that ipv4 lack . we seek to analyze some feature of the ipv6 network communication . to understand more on the co-existence technology between ipv4 and ipv6 , tunnel and dual stack technology be configure in simulation . thus 6 to 4 tunnel network and multi-ti dual stack network be analyze and study through simulation . the analysis of these network behavior be present through generate graph that show the ipv6 traffic pattern or performance aspect .",95,1
885,Engineering_Profession,"Wireless networks have grown rapidly and more becoming part of our life, due to its advantages over the wired network, such as convenience, mobility, and flexibility. However the security concerns in wireless networks might have prevented its further widespread adoption. One of the solutions to overcome the wireless network security concerns is the IEEE 802.1X specification, a mechanism for port-based network access control, which is based on extensible authentication protocol (EAP), an authentication framework that can support multiple authentication methods. This paper proposed a design for an extension to the EAP framework for EAP authentication method selection purpose. The design then can be used to develop a simulation model of the EAP method selection mechanism.","wireless network have grow rapidly and more become part of our life , due to its advantage over the wire network , such as convenience , mobility , and flexibility . however the security concern in wireless network might have prevent its further widespread adoption . one of the solution to overcome the wireless network security concern be the ieee 802.1 x specification , a mechanism for port-based network access control , which be base on extensible authentication protocol -LRB- eap -RRB- , an authentication framework that can support multiple authentication method . this paper propose a design for an extension to the eap framework for eap authentication method selection purpose . the design then can be use to develop a simulation model of the eap method selection mechanism .",115,0.6
886,Engineering_Profession,"The performance of speaker recognition using voiceprint analysis from spectrogram is investigated in this paper. Unconstrained minimum average correlation energy (UMACE) filter is implemented to perform the verification task. In this study, the voiceprints from speech signals produced from different persons are collected. Two pre-processing techniques, i.e. exclusion of the low energies and morphological image processing step, are implemented to voiceprint analysis in order to achieve better recognition result. It is discovered that, by applying these two steps, the recognition performance improves significantly. This reveals that, using voiceprint as features to the system and performing the classification task by using UMACE filter offer an alternative technique for performing speaker recognition.","the performance of speaker recognition use voiceprint analysis from spectrogram be investigate in this paper . unconstrained minimum average correlation energy -LRB- umace -RRB- filter be implement to perform the verification task . in this study , the voiceprint from speech signal produce from different person be collect . two pre-processing technique , i.e. exclusion of the low energy and morphological image processing step , be implement to voiceprint analysis in order to achieve better recognition result . it be discover that , by apply these two step , the recognition performance improve significantly . this reveal that , use voiceprint as feature to the system and perform the classification task by use umace filter offer an alternative technique for perform speaker recognition .",110,0.8
887,Engineering_Profession,"A video watermarking algorithm is developed here to embed a binary image inside the uncoded video stream acting as a logo. A mid-band discrete wavelet transform coefficients of the selected frames are chosen to be the hosted region in the frequency domain. An inverse transformation should be taken in order to get the desired watermarked video shot. In extraction process the watermark is extracted from the marked video directly without access to the original video. The experiment results showed that the proposed scheme provides better quality watermarked videos in term of watermark invisibility to human eyes. In conclusion, modifying the wavelet coefficients depending only on the logo object's pixels will highly improve the invisibility and at the same time providing a good robustness level.","a video watermark algorithm be develop here to embed a binary image inside the uncoded video stream act as a logo . a mid-band discrete wavelet transform coefficient of the select frame be choose to be the host region in the frequency domain . an inverse transformation should be take in order to get the desire watermarked video shot . in extraction process the watermark be extract from the marked video directly without access to the original video . the experiment result show that the propose scheme provide better quality watermark video in term of watermark invisibility to human eye . in conclusion , modify the wavelet coefficient depend only on the logo object 's pixel will highly improve the invisibility and at the same time provide a good robustness level .",124,0.2
1064,Geoscience,"This paper presents a novel application of half-bridge series-parallel resonant converter (HBSPRC) for dc source and secondary battery interface. The converter practically eliminates both low- and high-frequency current ripple on the battery, thus maximizing battery life without penalizing the volume of the charger circuit. Moreover, operation above resonance is preferred because the power switches turn on at zero current and zero voltage; thus, the freewheeling diodes do not need to have very fast reverse-recovery characteristics. The proposed battery charger circuit has few components and low energy conversion loss, which enhance the system's overall efficiency. Circuit operation modes are determined from the conduction profiles. Operating equations and operating theory are also developed. Experimental results based on a 12V 48Ah battery charger are proposed to validate the analysis and to demonstrate the performance of the proposed approach. The maximum charging efficiency of the proposed topology during the overall charging period is 93.98%. Satisfactory performance is obtained from the measured results.","this paper present a novel application of half-bridge series-parallel resonant converter -LRB- hbsprc -RRB- for dc source and secondary battery interface . the converter practically eliminate both low - and high-frequency current ripple on the battery , thus maximize battery life without penalize the volume of the charger circuit . moreover , operation above resonance be prefer because the power switch turn on at zero current and zero voltage ; thus , the freewheel diode do not need to have very fast reverse-recovery characteristic . the propose battery charger circuit have few component and low energy conversion loss , which enhance the system 's overall efficiency . circuit operation mode be determine from the conduction profile . operate equation and operate theory be also develop . experimental result base on a 12v 48ah battery charger be propose to validate the analysis and to demonstrate the performance of the proposed approach . the maximum charge efficiency of the propose topology during the overall charge period be 93.98 % . satisfactory performance be obtain from the measure result .",158,0.75
1065,Geoscience,"This study implements a driver circuit for a liquid crystal display backlight source to develop a dc-ac converter with few components, which is then connected to a cold cathode fluorescent lamp as the load. The circuit configuration includes a push-pull circuit, which provides parallel resonance and acts as a transformer that generates a sinusoidal waveform across the secondary winding. The circuit provides sufficiently high ac voltage to drive the lamps. Additionally, the impedance characteristics of the resonance circuit can be modified to set the dimming frequency. The work describes in detail the operating principles and design of the parameters of the resonance circuit. Experimental results demonstrate the theoretical effectiveness of the developed circuit.","this study implement a driver circuit for a liquid crystal display backlight source to develop a dc-ac converter with few component , which be then connect to a cold cathode fluorescent lamp as the load . the circuit configuration include a push-pull circuit , which provide parallel resonance and act as a transformer that generate a sinusoidal waveform across the secondary wind . the circuit provide sufficiently high ac voltage to drive the lamp . additionally , the impedance characteristic of the resonance circuit can be modify to set the dimming frequency . the work describe in detail the operating principle and design of the parameter of the resonance circuit . experimental result demonstrate the theoretical effectiveness of the develop circuit .",113,0.6666666666666666
1066,Geoscience,"To avoid unexpected equipment failures and obtain higher accuracy in diagnostic for the predictive maintenance of induction motors, on-line health monitoring system plays an important role to improve the system reliability and availability. Among different techniques of fault detection, work on motor current signature analysis by using only stator current spectra has been well documented. In addition, the recent developments in MEMS technology shows increasing trend in integrating vibration analysis for fault diagnostic. Vibration-based detection by using the accelerometer is gaining popularity due to high reliability, low power consumption, and low cost. This paper presents the study of vibration due to the rotor imbalance. The technique of vibration detection and observation of vibration signal in the 3-phase induction machine is studied. A novel health monitoring system of electric machine based on wireless sensor network (ZigBee&#x2122;/IEEE802.15.4 Standard) is proposed and developed in this paper. Experimental results of the proposed severity detection technique of rotor vibration under different levels of imbalance conditions are investigated and discussed.","to avoid unexpected equipment failure and obtain high accuracy in diagnostic for the predictive maintenance of induction motor , on-line health monitoring system play an important role to improve the system reliability and availability . among different technique of fault detection , work on motor current signature analysis by use only stator current spectrum have be well document . in addition , the recent development in mem technology show increase trend in integrate vibration analysis for fault diagnostic . vibration-based detection by use the accelerometer be gain popularity due to high reliability , low power consumption , and low cost . this paper present the study of vibration due to the rotor imbalance . the technique of vibration detection and observation of vibration signal in the 3-phase induction machine be study . a novel health monitor system of electric machine base on wireless sensor network -LRB- zigbee & # x2122 ; / ieee802 .15.4 standard -RRB- be propose and develop in this paper . experimental result of the propose severity detection technique of rotor vibration under different level of imbalance condition be investigate and discuss .",164,1
1067,Geoscience,"Since wind generation is one of the most mature renewable energy technologies, it will have the greatest share of future renewable energy portfolio. Due to the special characteristics of the wind generation, the best choice for grid connection infrastructure is still not completely understood. In light of the practical project experience, this paper explores the feasibility of using HVDC transmission technology, especially multi-terminal HVDC (MTDC), as one of the preferable solutions to solve the grid interconnection issue. The paper mainly focuses on the application of using the hybrid MTDC to integrate wind farms to the electric power grid. A five-terminal hybrid MTDC model system including a large capacity wind farm is set up in EMTDC/PSCAD, in which the corresponding control strategy is designed. The operation characteristic of the hybrid system is studied and the proposed control strategy is verified through simulation in the cases of various faults.","since wind generation be one of the most mature renewable energy technology , it will have the great share of future renewable energy portfolio . due to the special characteristic of the wind generation , the best choice for grid connection infrastructure be still not completely understand . in light of the practical project experience , this paper explore the feasibility of use hvdc transmission technology , especially multi-terminal hvdc -LRB- mtdc -RRB- , as one of the preferable solution to solve the grid interconnection issue . the paper mainly focus on the application of use the hybrid mtdc to integrate wind farm to the electric power grid . a five-terminal hybrid mtdc model system include a large capacity wind farm be set up in emtdc/pscad , in which the corresponding control strategy be design . the operation characteristic of the hybrid system be study and the propose control strategy be verify through simulation in the case of various fault .",147,0
1068,Geoscience,"The paralleling of uninterruptible power supplies (UPS's) with generators during UPS bypass operations can result in high-magnitude circulating ground currents under certain conditions. This paper explores the phenomena that cause this system behavior, presents data from an actual documented occurrence, and discusses methods to reduce or eliminate such circulating currents.","the paralleling of uninterruptible power supply -LRB- up 's -RRB- with generator during up bypass operation can result in high-magnitude circulate ground current under certain condition . this paper explore the phenomenon that cause this system behavior , present data from an actual document occurrence , and discuss method to reduce or eliminate such circulate current .",50,0.3333333333333333
1069,Geoscience,"Is the dramatic increase in Internet use associated with a commensurate rise in democracy? Few previous studies have drawn on multiple perception-based measures of governance to assess the Internets effects on the process of democratization. This paper uses perception-based time series data on Â¿Voice &amp; Accountability,Â¿ Â¿Political Stability,Â¿ and Â¿Rule of LawÂ¿ to provide insights into democratic tendency. The results of regression analysis suggest that the level of Â¿Voice &amp; AccountabilityÂ¿ in a country increases with Internet use, while the level of Â¿Political StabilityÂ¿ decreases with increasing Internet use. Additionally, Internet use was found to increase significantly for countries with increasing levels of Â¿Voice &amp; AccountabilityÂ¿ In contrast, Â¿Rule of LawÂ¿ was not significantly affected by a countrys level of Internet use. Increasing cell phone use did not seem to affect either Â¿Voice &amp; AccountabilityÂ¿, Â¿Political StabilityÂ¿ or Â¿Rule of Law.Â¿ In turn, cell phone use was not affected by any of these three measures of democratic tendency. When limiting our analysis to autocratic regimes, we noted a significant negative effect of Internet and cell phone use on Â¿Political StabilityÂ¿ and found that the Â¿Rule of LawÂ¿ and Â¿Political StabilityÂ¿ metrics drove ICT adoption.","be the dramatic increase in internet use associate with a commensurate rise in democracy ? few previous study have draw on multiple perception-based measure of governance to assess the internet effect on the process of democratization . this paper use perception-based time series data on â voice & accountability , â â political stability , â and â rule of lawâ to provide insight into democratic tendency . the result of regression analysis suggest that the level of â voice & accountabilityâ in a country increase with internet use , while the level of â political stabilityâ decrease with increase internet use . additionally , internet use be find to increase significantly for country with increase level of â voice & accountabilityâ in contrast , â rule of lawâ be not significantly affect by a country level of internet use . increase cell phone use do not seem to affect either â voice & accountabilityâ , â political stabilityâ or â rule of law . â in turn , cell phone use be not affect by any of these three measure of democratic tendency . when limit our analysis to autocratic regime , we note a significant negative effect of internet and cell phone use on â political stabilityâ and find that the â rule of lawâ and â political stabilityâ metric drive ict adoption .",194,0.8
1070,Geoscience,"The paper offers a systematic review of 14 studies of the use of mobile telephony by micro and small enterprises (MSEs) in the developing world, detailing findings about changes to enterprises internal processes and external relationships, and findings about mobile use vs. traditional landline use. Results suggest that there is currently more evidence for the benefits of mobile use accruing mostly (but not exclusively) to existing MSEs rather than new MSEs, in ways that amplify existing material and informational flows rather than transform them. The review presents a more complete picture of mobile use by MSEs than was previously available to ICTD researchers, and indentifies priorities for future research, including comparisons of the impact of mobile use across subsectors of MSEs and assessments of use of advanced services such as mobile banking and mobile commerce.","the paper offer a systematic review of 14 study of the use of mobile telephony by micro and small enterprise -LRB- ms -RRB- in the develop world , detail finding about change to enterprise internal process and external relationship , and finding about mobile use vs. traditional landline use . result suggest that there be currently more evidence for the benefit of mobile use accrue mostly -LRB- but not exclusively -RRB- to exist ms rather than new ms , in way that amplify exist material and informational flow rather than transform them . the review present a more complete picture of mobile use by ms than be previously available to ictd researcher , and indentifi priority for future research , include comparison of the impact of mobile use across subsector of ms and assessment of use of advanced service such as mobile banking and mobile commerce .",135,0.16666666666666666
